task_id,source_system,department,asset_id,asset_type,corridor_id,section_id,start_km,end_km,defect_type,defect_severity,safety_criticality,failure_probability,asset_importance,operational_impact,detection_date,due_date,overdue_days,estimated_duration_minutes,minimum_block_minutes,disconnection_type,required_team,required_personnel,required_equipment,preferred_start_time,preferred_end_time,dependency_task_ids,compatible_task_ids,weather_sensitive,status,priority_score,priority_level,synthetic_data,priority_breakdown,priority_explanation
TASK-0155,SMMS,Signal & Telecommunication,ASSET-SEC-02-0155,Axle Counter,COR-01,SEC-02,34.14,34.64,Axle counter mismatch,4,3,0.781,5,5,2026-08-12,2026-09-21,0,60,75,Track Possession,SNT-Team-03,4,Cable Fault Locator,01:00:00,05:00:00,,TASK-0022,False,Pending,64.4,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 12.5, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0155 received a priority score of 64.4/100 (Medium) because the defect severity is high, its estimated failure probability is 78%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0156,TDMS,Traction Distribution,ASSET-SEC-12-0156,Contact Wire,COR-04,SEC-12,31.47,34.04,Insulator degradation,5,5,0.927,2,4,2026-07-20,2026-08-05,23,120,150,Power and Track,TRD-Team-03,3,Tower Wagon|OHE Inspection Vehicle,00:00:00,04:00:00,,TASK-0160,False,Pending,85.56,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 15.73, ""failure_probability"": 14.83, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0156 received a priority score of 85.6/100 (Critical) because it is safety-critical, it is 23 days overdue, the defect severity is very high, its estimated failure probability is 93%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0157,TMS,Engineering,ASSET-SEC-01-0157,Rail,COR-01,SEC-01,17.27,17.96,Rail surface defect,5,4,0.811,3,2,2026-08-11,2026-09-07,0,90,120,Track Possession,ENG-Team-01,10,Rail Grinder,00:00:00,04:00:00,,,False,Pending,62.08,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 5.6, ""failure_probability"": 12.98, ""defect_severity"": 14.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0157 received a priority score of 62.1/100 (Medium) because it has high safety criticality, the defect severity is very high, and its estimated failure probability is 81%."
TASK-0158,SMMS,Signal & Telecommunication,ASSET-SEC-11-0158,Axle Counter,COR-04,SEC-11,25.9,28.25,Axle counter mismatch,4,1,0.54,1,5,2026-07-04,2026-08-20,8,120,165,Signalling,SNT-Team-01,4,Axle Counter Tester,01:00:00,05:00:00,,TASK-0139|TASK-0159,False,Pending,52.87,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 11.73, ""failure_probability"": 8.64, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0158 received a priority score of 52.9/100 (Medium) because it is 8 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0159,TDMS,Traction Distribution,ASSET-SEC-11-0159,Overhead Equipment,COR-04,SEC-11,26.71,28.73,Contact wire wear,3,4,0.702,5,5,2026-06-06,2026-06-13,76,60,75,Power,TRD-Team-02,4,OHE Inspection Vehicle|Insulation Tester,01:00:00,05:00:00,,TASK-0050|TASK-0158,True,Pending,80.73,Critical,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 11.23, ""defect_severity"": 7.0, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0159 received a priority score of 80.7/100 (Critical) because it has high safety criticality, it is 76 days overdue, its estimated failure probability is 70%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0160,TMS,Engineering,ASSET-SEC-12-0160,Points and Crossings,COR-04,SEC-12,33.4,33.63,Track geometry deviation,5,5,0.98,3,4,2026-06-25,2026-07-20,39,120,135,Track Possession,ENG-Team-03,4,Rail Grinder|Ultrasonic Rail Tester,10:30:00,13:30:00,,TASK-0141|TASK-0156,True,Pending,90.68,Critical,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 15.68, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0160 received a priority score of 90.7/100 (Critical) because it is safety-critical, it is 39 days overdue, the defect severity is very high, its estimated failure probability is 98%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0161,SMMS,Signal & Telecommunication,ASSET-SEC-10-0161,Axle Counter,COR-04,SEC-10,8.79,10.38,Axle counter mismatch,1,4,0.535,2,5,2026-06-23,2026-07-19,40,45,75,Signalling,SNT-Team-01,2,Signal Tester,01:00:00,05:00:00,,TASK-0064|TASK-0070|TASK-0148,False,Pending,67.06,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 8.56, ""defect_severity"": 0.0, ""operational_impact"": 12.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0161 received a priority score of 67.1/100 (High) because it has high safety criticality, it is 40 days overdue, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0162,TDMS,Traction Distribution,ASSET-SEC-08-0162,Contact Wire,COR-03,SEC-08,26.92,29.7,Insulator degradation,1,5,0.601,1,5,2026-08-05,2026-10-01,0,120,135,Power,TRD-Team-01,3,Contact Wire Gauge|Insulation Tester,10:30:00,13:30:00,,,True,Pending,52.02,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 2.4, ""failure_probability"": 9.62, ""defect_severity"": 0.0, ""operational_impact"": 12.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0162 received a priority score of 52.0/100 (Medium) because it is safety-critical, and it can materially affect railway operations."
TASK-0163,TMS,Engineering,ASSET-SEC-13-0163,Bridge Component,COR-05,SEC-13,12.12,12.45,Insufficient ballast,4,3,0.733,2,3,2026-07-07,2026-07-14,45,120,150,Power and Track,ENG-Team-02,6,Rail Grinder|Inspection Trolley,00:00:00,04:00:00,,,False,Pending,63.23,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 11.73, ""defect_severity"": 10.5, ""operational_impact"": 6.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0163 received a priority score of 63.2/100 (Medium) because it is 45 days overdue, the defect severity is high, and its estimated failure probability is 73%."
TASK-0164,SMMS,Signal & Telecommunication,ASSET-SEC-10-0164,Communication Cable,COR-04,SEC-10,13.61,14.5,Communication link degradation,5,4,0.758,1,4,2026-08-02,2026-09-20,0,90,105,Track Possession,SNT-Team-03,4,Signal Tester|Cable Fault Locator,01:00:00,05:00:00,,TASK-0007|TASK-0055,False,Pending,64.03,Medium,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 12.13, ""defect_severity"": 14.0, ""operational_impact"": 9.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0164 received a priority score of 64.0/100 (Medium) because it has high safety criticality, the defect severity is very high, its estimated failure probability is 76%, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0165,TDMS,Traction Distribution,ASSET-SEC-09-0165,Insulator,COR-03,SEC-09,60.15,60.62,Feeder voltage anomaly,3,1,0.291,1,5,2026-08-20,2026-09-01,0,60,105,Power,TRD-Team-03,8,OHE Inspection Vehicle|Contact Wire Gauge,14:00:00,17:00:00,,TASK-0038,True,Pending,41.26,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 9.6, ""failure_probability"": 4.66, ""defect_severity"": 7.0, ""operational_impact"": 12.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0165 received a priority score of 41.3/100 (Low) because its maintenance deadline is close, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0166,TMS,Engineering,ASSET-SEC-10-0166,Sleepers,COR-04,SEC-10,0.87,2.92,Worn crossing,3,3,0.653,1,2,2026-08-11,2026-08-29,0,150,195,Track Possession,ENG-Team-03,4,Tamping Machine|Rail Grinder,10:30:00,13:30:00,,TASK-0032|TASK-0041|TASK-0122,True,Pending,49.05,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 5.6, ""failure_probability"": 10.45, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}",TASK-0166 received a priority score of 49.0/100 (Medium) because it can potentially be bundled with 3 cross-department tasks.
TASK-0167,SMMS,Signal & Telecommunication,ASSET-SEC-03-0167,Signal,COR-01,SEC-03,44.59,45.67,Intermittent signal failure,3,2,0.473,5,1,2026-08-12,2026-09-18,0,90,120,Signalling,SNT-Team-02,3,Axle Counter Tester,00:00:00,04:00:00,,,True,Pending,36.47,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 2.4, ""failure_probability"": 7.57, ""defect_severity"": 7.0, ""operational_impact"": 0.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0167 received a priority score of 36.5/100 (Low) because its combined risk and urgency factors require planned attention.
TASK-0168,TDMS,Traction Distribution,ASSET-SEC-04-0168,Feeder,COR-02,SEC-04,15.01,15.52,OHE alignment deviation,3,3,0.645,4,1,2026-08-21,2026-10-06,0,60,75,Power,TRD-Team-01,3,OHE Inspection Vehicle,14:00:00,17:00:00,,,True,Pending,42.72,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 10.32, ""defect_severity"": 7.0, ""operational_impact"": 0.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0168 received a priority score of 42.7/100 (Low) because its combined risk and urgency factors require planned attention.
TASK-0169,TMS,Engineering,ASSET-SEC-13-0169,Points and Crossings,COR-05,SEC-13,23.09,23.38,Track geometry deviation,1,5,0.547,3,1,2026-07-07,2026-08-02,26,60,75,Track Possession,ENG-Team-02,4,Inspection Trolley|Rail Grinder,00:00:00,04:00:00,,TASK-0051,True,Pending,58.75,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.75, ""defect_severity"": 0.0, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0169 received a priority score of 58.8/100 (Medium) because it is safety-critical, it is 26 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0170,SMMS,Signal & Telecommunication,ASSET-SEC-10-0170,Axle Counter,COR-04,SEC-10,6.06,8.29,Axle counter mismatch,4,4,0.663,5,5,2026-06-25,2026-06-29,60,45,60,Track Possession,SNT-Team-01,4,Cable Fault Locator|Signal Tester,10:30:00,13:30:00,,TASK-0054|TASK-0064|TASK-0070,False,Pending,85.61,Critical,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 10.61, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0170 received a priority score of 85.6/100 (Critical) because it has high safety criticality, it is 60 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0171,TDMS,Traction Distribution,ASSET-SEC-15-0171,Overhead Equipment,COR-05,SEC-15,60.49,60.86,Contact wire wear,2,4,0.47,5,4,2026-07-23,2026-08-19,9,150,165,Power,TRD-Team-03,6,Contact Wire Gauge|Insulation Tester,22:00:00,23:59:00,TASK-0048,TASK-0059|TASK-0074,False,Pending,66.52,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 12.0, ""failure_probability"": 7.52, ""defect_severity"": 3.5, ""operational_impact"": 9.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0171 received a priority score of 66.5/100 (High) because it has high safety criticality, it is 9 days overdue, it can materially affect railway operations, and it can potentially be bundled with 2 cross-department tasks."
TASK-0172,TMS,Engineering,ASSET-SEC-03-0172,Bridge Component,COR-01,SEC-03,36.97,38.84,Insufficient ballast,3,1,0.482,1,2,2026-08-24,2026-10-23,0,150,195,Power and Track,ENG-Team-01,8,Inspection Trolley,10:30:00,13:30:00,,TASK-0083|TASK-0185,False,Pending,30.11,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 2.4, ""failure_probability"": 7.71, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}",TASK-0172 received a priority score of 30.1/100 (Low) because it can potentially be bundled with 2 cross-department tasks.
TASK-0173,SMMS,Signal & Telecommunication,ASSET-SEC-13-0173,Communication Cable,COR-05,SEC-13,21.56,21.89,Communication link degradation,4,3,0.774,1,3,2026-07-30,2026-09-07,0,45,60,Track Possession,SNT-Team-03,3,Axle Counter Tester|Track Circuit Meter,01:00:00,05:00:00,,TASK-0076,False,Pending,50.28,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 12.38, ""defect_severity"": 10.5, ""operational_impact"": 6.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0173 received a priority score of 50.3/100 (Medium) because the defect severity is high, its estimated failure probability is 77%, and it can potentially be bundled with 1 cross-department task."
TASK-0174,TDMS,Traction Distribution,ASSET-SEC-04-0174,Sectioning Equipment,COR-02,SEC-04,12.97,15.44,Sectioning equipment fault,3,2,0.483,5,4,2026-06-25,2026-08-01,27,45,60,Power,TRD-Team-02,4,OHE Inspection Vehicle,01:00:00,05:00:00,,TASK-0131,False,Pending,61.23,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 7.73, ""defect_severity"": 7.0, ""operational_impact"": 9.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0174 received a priority score of 61.2/100 (Medium) because it is 27 days overdue, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0175,TMS,Engineering,ASSET-SEC-06-0175,Sleepers,COR-02,SEC-06,46.55,49.32,Worn crossing,1,2,0.307,4,5,2026-07-17,2026-07-23,36,90,105,Track Possession,ENG-Team-02,8,Tamping Machine,22:00:00,23:59:00,,TASK-0003|TASK-0045|TASK-0065,False,Pending,56.41,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 4.91, ""defect_severity"": 0.0, ""operational_impact"": 12.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0175 received a priority score of 56.4/100 (Medium) because it is 36 days overdue, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0176,SMMS,Signal & Telecommunication,ASSET-SEC-03-0176,Axle Counter,COR-01,SEC-03,49.68,51.1,Axle counter mismatch,3,2,0.537,4,3,2026-06-07,2026-07-11,48,120,165,Track Possession,SNT-Team-03,4,Cable Fault Locator,22:00:00,23:59:00,,TASK-0102|TASK-0192,False,Pending,59.09,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 8.59, ""defect_severity"": 7.0, ""operational_impact"": 6.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0176 received a priority score of 59.1/100 (Medium) because it is 48 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0177,TDMS,Traction Distribution,ASSET-SEC-12-0177,Sectioning Equipment,COR-04,SEC-12,31.03,33.2,Sectioning equipment fault,5,4,0.766,2,3,2026-06-15,2026-07-13,46,90,135,Power and Track,TRD-Team-01,4,Tower Wagon,01:00:00,05:00:00,TASK-0141,,False,Pending,72.76,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 16.0, ""failure_probability"": 12.26, ""defect_severity"": 14.0, ""operational_impact"": 6.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0177 received a priority score of 72.8/100 (High) because it has high safety criticality, it is 46 days overdue, the defect severity is very high, and its estimated failure probability is 77%."
TASK-0178,TMS,Engineering,ASSET-SEC-06-0178,Sleepers,COR-02,SEC-06,36.94,39.62,Worn crossing,3,4,0.523,1,1,2026-08-16,2026-10-10,0,90,105,Track Possession,ENG-Team-02,10,Rail Grinder|Tamping Machine,00:00:00,04:00:00,,TASK-0036,False,Pending,42.27,Low,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 2.4, ""failure_probability"": 8.37, ""defect_severity"": 7.0, ""operational_impact"": 0.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0178 received a priority score of 42.3/100 (Low) because it has high safety criticality, and it can potentially be bundled with 1 cross-department task."
TASK-0179,SMMS,Signal & Telecommunication,ASSET-SEC-15-0179,Track Circuit,COR-05,SEC-15,57.14,59.81,Track circuit instability,4,1,0.587,3,1,2026-07-14,2026-08-20,8,120,165,Signalling,SNT-Team-02,2,Signal Tester|Track Circuit Meter,01:00:00,05:00:00,,,True,Pending,41.62,Low,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 11.73, ""failure_probability"": 9.39, ""defect_severity"": 10.5, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0179 received a priority score of 41.6/100 (Low) because it is 8 days overdue, and the defect severity is high."
TASK-0180,TDMS,Traction Distribution,ASSET-SEC-03-0180,Feeder,COR-01,SEC-03,52.48,53.05,OHE alignment deviation,1,3,0.389,2,1,2026-08-18,2026-09-25,0,150,180,Power,TRD-Team-02,4,Tower Wagon,00:00:00,04:00:00,,,False,Pending,27.62,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 2.4, ""failure_probability"": 6.22, ""defect_severity"": 0.0, ""operational_impact"": 0.0, ""asset_importance"": 2.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0180 received a priority score of 27.6/100 (Low) because its combined risk and urgency factors require planned attention.
TASK-0181,TMS,Engineering,ASSET-SEC-07-0181,Bridge Component,COR-03,SEC-07,13.6,15.82,Insufficient ballast,3,3,0.499,3,1,2026-06-19,2026-07-08,51,60,90,Track Possession,ENG-Team-01,8,Inspection Trolley|Rail Grinder,22:00:00,23:59:00,,,False,Pending,51.98,Medium,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 16.0, ""failure_probability"": 7.98, ""defect_severity"": 7.0, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0181 received a priority score of 52.0/100 (Medium) because it is 51 days overdue.
TASK-0182,SMMS,Signal & Telecommunication,ASSET-SEC-11-0182,Point Machine,COR-04,SEC-11,24.1,24.86,Point machine response delay,2,3,0.584,3,1,2026-08-24,2026-09-09,0,90,105,Track Possession,SNT-Team-03,5,Track Circuit Meter|Axle Counter Tester,10:30:00,13:30:00,,,False,Pending,39.44,Low,True,"{""safety_criticality"": 11.0, ""deadline_urgency"": 5.6, ""failure_probability"": 9.34, ""defect_severity"": 3.5, ""operational_impact"": 0.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}",TASK-0182 received a priority score of 39.4/100 (Low) because its combined risk and urgency factors require planned attention.
TASK-0183,TDMS,Traction Distribution,ASSET-SEC-15-0183,Contact Wire,COR-05,SEC-15,56.35,57.07,Insulator degradation,4,4,0.686,3,5,2026-08-22,2026-09-10,0,90,135,Power,TRD-Team-03,4,OHE Inspection Vehicle,00:00:00,04:00:00,,,False,Pending,65.58,High,True,"{""safety_criticality"": 16.5, ""deadline_urgency"": 5.6, ""failure_probability"": 10.98, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 0.0, ""resource_readiness"": 6.0}","TASK-0183 received a priority score of 65.6/100 (High) because it has high safety criticality, the defect severity is high, and it can materially affect railway operations."
TASK-0184,TMS,Engineering,ASSET-SEC-14-0184,Ballast,COR-05,SEC-14,32.71,34.37,Damaged sleeper,4,5,0.92,1,4,2026-06-20,2026-08-05,23,150,180,Track Possession,ENG-Team-01,6,Inspection Trolley,00:00:00,04:00:00,,TASK-0189,False,Pending,79.95,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 15.73, ""failure_probability"": 14.72, ""defect_severity"": 10.5, ""operational_impact"": 9.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0184 received a priority score of 80.0/100 (High) because it is safety-critical, it is 23 days overdue, the defect severity is high, its estimated failure probability is 92%, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0185,SMMS,Signal & Telecommunication,ASSET-SEC-03-0185,Signal,COR-01,SEC-03,37.27,37.69,Intermittent signal failure,2,2,0.469,3,3,2026-06-01,2026-07-01,58,60,90,Track Possession,SNT-Team-02,2,Track Circuit Meter|Axle Counter Tester,00:00:00,04:00:00,,TASK-0172,False,Pending,50.5,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 7.5, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0185 received a priority score of 50.5/100 (Medium) because it is 58 days overdue, and it can potentially be bundled with 1 cross-department task."
TASK-0186,TDMS,Traction Distribution,ASSET-SEC-10-0186,Sectioning Equipment,COR-04,SEC-10,8.23,10.62,Sectioning equipment fault,2,2,0.402,5,3,2026-08-13,2026-09-11,0,150,165,Power,TRD-Team-02,8,Contact Wire Gauge,00:00:00,04:00:00,,TASK-0064|TASK-0070|TASK-0148,False,Pending,47.03,Medium,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 5.6, ""failure_probability"": 6.43, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}",TASK-0186 received a priority score of 47.0/100 (Medium) because it can potentially be bundled with 3 cross-department tasks.
TASK-0187,TMS,Engineering,ASSET-SEC-10-0187,Sleepers,COR-04,SEC-10,8.53,8.83,Worn crossing,2,5,0.652,4,3,2026-07-23,2026-08-20,8,150,165,Track Possession,ENG-Team-01,8,Rail Grinder,14:00:00,17:00:00,,TASK-0161|TASK-0186,False,Pending,69.66,High,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 11.73, ""failure_probability"": 10.43, ""defect_severity"": 3.5, ""operational_impact"": 6.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0187 received a priority score of 69.7/100 (High) because it is safety-critical, it is 8 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0188,SMMS,Signal & Telecommunication,ASSET-SEC-05-0188,Point Machine,COR-02,SEC-05,21.44,24.0,Point machine response delay,1,2,0.194,4,2,2026-05-30,2026-07-15,44,90,120,Signalling,SNT-Team-03,5,Cable Fault Locator,10:30:00,13:30:00,,TASK-0030|TASK-0151,False,Pending,43.6,Low,True,"{""safety_criticality"": 5.5, ""deadline_urgency"": 16.0, ""failure_probability"": 3.1, ""defect_severity"": 0.0, ""operational_impact"": 3.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0188 received a priority score of 43.6/100 (Low) because it is 44 days overdue, and it can potentially be bundled with 2 cross-department tasks."
TASK-0189,TDMS,Traction Distribution,ASSET-SEC-14-0189,Contact Wire,COR-05,SEC-14,32.41,32.77,Insulator degradation,3,5,0.701,1,2,2026-08-07,2026-08-14,14,150,195,Power,TRD-Team-02,3,Insulation Tester,00:00:00,04:00:00,,TASK-0184,False,Pending,64.55,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 13.33, ""failure_probability"": 11.22, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 0.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0189 received a priority score of 64.5/100 (Medium) because it is safety-critical, it is 14 days overdue, its estimated failure probability is 70%, and it can potentially be bundled with 1 cross-department task."
TASK-0190,TMS,Engineering,ASSET-SEC-12-0190,Bridge Component,COR-04,SEC-12,34.48,35.71,Insufficient ballast,4,1,0.55,5,5,2026-06-29,2026-08-03,25,90,120,Track Possession,ENG-Team-02,6,Inspection Trolley|Ultrasonic Rail Tester,14:00:00,17:00:00,,TASK-0128|TASK-0141|TASK-0195,False,Pending,67.3,High,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 8.8, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 8.0, ""bundling_opportunity"": 6.0, ""resource_readiness"": 6.0}","TASK-0190 received a priority score of 67.3/100 (High) because it is 25 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 3 cross-department tasks."
TASK-0191,SMMS,Signal & Telecommunication,ASSET-SEC-05-0191,Track Circuit,COR-02,SEC-05,29.11,31.24,Track circuit instability,4,1,0.421,4,5,2026-07-22,2026-07-26,33,120,135,Signalling,SNT-Team-03,2,Axle Counter Tester,01:00:00,05:00:00,TASK-0014,TASK-0132,False,Pending,59.24,Medium,True,"{""safety_criticality"": 0.0, ""deadline_urgency"": 16.0, ""failure_probability"": 6.74, ""defect_severity"": 10.5, ""operational_impact"": 12.0, ""asset_importance"": 6.0, ""bundling_opportunity"": 2.0, ""resource_readiness"": 6.0}","TASK-0191 received a priority score of 59.2/100 (Medium) because it is 33 days overdue, the defect severity is high, it can materially affect railway operations, and it can potentially be bundled with 1 cross-department task."
TASK-0192,TDMS,Traction Distribution,ASSET-SEC-03-0192,Feeder,COR-01,SEC-03,48.15,50.03,OHE alignment deviation,3,5,0.801,3,2,2026-08-26,2026-09-12,0,90,135,Power,TRD-Team-02,8,Contact Wire Gauge|Insulation Tester,10:30:00,13:30:00,,TASK-0134|TASK-0176,False,Pending,64.42,Medium,True,"{""safety_criticality"": 22.0, ""deadline_urgency"": 5.6, ""failure_probability"": 12.82, ""defect_severity"": 7.0, ""operational_impact"": 3.0, ""asset_importance"": 4.0, ""bundling_opportunity"": 4.0, ""resource_readiness"": 6.0}","TASK-0192 received a priority score of 64.4/100 (Medium) because it is safety-critical, its estimated failure probability is 80%, and it can potentially be bundled with 2 cross-department tasks."
